,Job Title,Company,City,State
4937,ATG Consultant,Matrix Technology Group,Bothell,WA
4938,Sharepoint migration Engineer,Microland Limited,Issaquah,WA
4939,Desktop Application Tester,Experis,The Woodlands,TX
4940,Full Stack Developer (Java or .Net),Amazon,Seattle,WA
4941,Java Engineer,TRIAD Group,Seattle,WA
4942,Devops Engineer / Developer Operations Engineer,Wallero,Seattle,WA
4943,Software Engineer,TRIAD Group,Seattle,WA
4944,Test Engineer,H10 Capital,Redmond,WA
4945,SAP IBP - Seattle WA - 6-12 months,"Excel Consultants, LLC",Seattle,WA
4946,Microfabrication Technician,U.S. Tech Solutions Inc.,Redmond,WA
4947,Database developers with strong MSSQL and NOSQL,O2 Technologies,Seattle,WA
4948,Software Test Engineer,CallRevu,Seattle,WA
4949,Information Technology Specialist 5 (IT Solutions Architect),Washington Department of Fish and Wildlife,Olympia,WA
4950,Executive Assistant,Experis,Stafford,TX
4951,Enterprise Application Developer,"Prowess Consulting, Llc",Seattle,WA
4952,IT Security Architect,Hydrogen UK Limited,Houston,TX
4953,Software Development Engineer - Developer Experience,Amazon,Seattle,WA
4954,Software Programmer - Rapidly Growing Language Service Company!,CyberCoders,Houston,TX
4955,Finance PM,Netrocon Inc,Redmond,WA
4956,".Net Developer, Mid or Senior Level",Rekruiters LLC.,Houston,TX
4957,iOS Developer,Mobius Industries USA LLC,Bellevue,WA
4958,LTE Engineer / Packet core,"RMNetworks, Inc",Bellevue,WA
4959,SAP SPP ~ Servicer Parts Planning Consultant,Connexions Data Inc,Seattle,WA
4960,Solutions Architect,Direct Technology,Bellevue,WA
4961,Senior Software Engineer (Graphics),TRIAD Group,Seattle,WA
4962,SDET API UI Costco Travel,Costco Travel,Issaquah,WA
4963,SDE/Software Developer,PanAsia Resources Pte Ltd.,Redmond,WA
4964,Software Architect,Latitude36 Inc,Bellevue,WA
4965,Software Tester,Axelerate,Issaquah,WA
4966,Cloud Foundry Architect,K Source Inc,Bellevue,WA
4967,Angular.js Developer,Confidential Company,Bellevue,WA
4968,Dynamics GP/Great Plains Consultant,"Conspicuous, Ltd",Seattle,WA
4969,Javascript Developer,Chameleon Technologies,Kirkland,WA
4970,Sr/Principal Full-Stack Engineer- JavaScript Front-End Focus- FTE/PER,TRIAD Group,Bellevue,WA
4971,SAP ILM EXPER,"Terra Information Group, Inc.",Redmond,WA
4972,Windows Driver Developer,Nytec Inc,Redmond,WA
4973,Build / Release Engineer,Collabera,Redmond,WA
4974,Sr. Data Engineer,Capability IT,Seattle,WA
4975,Field Support Tech,Computer Futures,Houston,TX
4976,SDET,Staffing Technologies,Seattle,WA
4977,Senior UI/UX Developer,TRIAD Group,Seattle,WA
4978,Systems Reliability Engineer,"Object Technology Solutions, Inc.",Seatac,WA
4979,Information Systems Manager,Intercity Transit,Olympia,WA
4980,Software Engineer - .Net,Hansell Tierney,Seattle,WA
4981,Senior Receptionist - Req ID: 1627,Alert Logic Inc,Houston,TX
4982,Unix/Solaris Administrator,Arthur Lawrence,Houston,TX
4983,Robert Half Technology Account Executive TS,Robert Half Technology,The Woodlands,TX
4984,SAP ILM Architect,Oxyprime LLC,Redmond,WA
4985,Java Frontend Developer (jQuery),Latitude36 Inc,Sunnyvale,CA
4986,Integration Engineer_Tibco,Arthur Lawrence,Houston,TX
4987,Software Engineer - Android (Seattle),Uber,Seattle,WA
4988,Server Programmer,Cat Daddy,Kirkland,WA
4989,IT Security Engineer,Maxsam Partners,Tacoma,WA
4990,Full Stack Developer,UST Global Inc,Bellevue,WA
4991,AWS DevOps Engineer with Strong Software Dev Skills (Remote),Stanley Reid & Company,Seattle,WA
4992,C# AWS Google Cloud Microservices Developer,Rekruiters LLC.,Stafford,TX
4993,angular js developer,ILink Systems Inc.,Redmond,WA
4994,Software Engineer - Exciting Robotic Engineering Opportunity!,CyberCoders,Webster,TX
4995,Lead Cloud Developer,Chameleon Technologies,Kirkland,WA
4996,Techinical Service Engineer,Chinasoft International,Redmond,WA
4997,Software Development Engineer,Amazon,Seattle,WA
4998,Senior Web Developer,Collabera,Bothell,WA
4999,HL7 Interface Architect,Randstad Technologies,Houston,TX
5000,"PC Support Technician II Job in Houston, Texas",Modis,Houston,TX
5001,Technical Product Manager,BridgeView IT,Redmond,WA
5002,Sr. Software Engineer (Graph + Mobile Backend),TRIAD Group,Seattle,WA
5003,Design Validation Engineer,H10 Capital,Redmond,WA
5004,CCIE / Sr. Cisco UC Consulting Engineer - Relo offered,CyberCoders,Houston,TX
5005,SDET,Accelalpha,Seattle,WA
5006,Android Architect,Trustek Inc,Seattle,WA
5007,Java Developer - Web &Mobile,"Tentek, Inc.",Seattle,WA
5008,Sales & Marketing,Agneto,Seattle,WA
5009,.net front end developer,Reliable Software Resources,Redmond,WA
5010,"Mid Level/Intermediate Software Developer (.NET)--Houston, TX",Roc Search US,Bunker Hill Village,TX
5011,Accessibility PM,"Brillio, LLC",Redmond,WA
5012,Senior Security Engineer,Zulily,Seattle,WA
5013,.NET Developer,"24 Seven, Inc.",Redmond,WA
5014,Senior Ruby on Rails Developer (ref: SS),Staffing Technologies,Seattle,WA
5015,Front-End Web Development Engineer,Waste Management,Houston,TX
5016,Senior Product Manager Security Content - Req ID: 1555,Alert Logic Inc,Houston,TX
5017,CMS Web Developer,Slalom Consulting,Seattle,WA
5018,SOFTWARE DEVELOPERS,Lenora Systems,Redmond,WA
5019,Firmware Engineer,H10 Capital,Redmond,WA
5020,Web Developer (C# & AngularJS),Chinasoft International,Redmond,WA
5021,Sr. Developer - Disruptive Technology,Invesco,Houston,TX
5022,Spark Scala JD,Horizon Consulting Inc,Redmond,WA
5023,AWSConsultant/ Cloud Consultant,Eifer Software Solutions Inc,Seattle,WA
5024,iOS Mobile Software Engineer,"Tentek, Inc.",Seattle,WA
5025,Network Architect,"DatamanUSA, LLC",Tumwater,WA
5026,Software Development Engineer - 3819,iSoftStone,Redmond,WA
5027,Sitecore Sr. Developer,iSymmetry,Seattle,WA
5028,IT Transformation Consultant,Amazon,Houston,TX
5029,Essbase Developer,Arthur Lawrence,El Campo,TX
5030,.NET Developer,Slalom Consulting,Seattle,WA
5031,DevOps/Data Engineer,WesTech,Seattle,WA
5032,Oracle Applications Server Administrator,10115369,Houston,TX
5033,Platform Developer,NextGen Global Resources LLC,Bellevue,WA
5034,Senior Technical Project Manager,Blue Vector,Seattle,WA
5035,Junior Android Programmer,Cat Daddy,Kirkland,WA
5036,Applications Environment Manager #04723,Puget Sound Energy,Bellevue,WA
5037,Pyhton Developer for Fulltime at TX,Net2Source Inc.,Houston,TX
5038,GAAP and IFRS Business Analyst,O2F Info,Bellevue,WA
5039,WebSphere Administrator,Proficient Business Systems Inc,Seattle,WA
5040,Service Desk Engineer,Arthur Lawrence,Houston,TX
5041,PHP Developer (Zend/LAMP),Waste Management,Houston,TX
5042,UI/UX Developer,Modis,Houston,TX
5043,Back End Developer,Kforce Inc.,Houston,TX
5044,Big Data Cloud Staff Engineer - WA,Net2Source Inc.,Bellevue,WA
5045,Over The Top Content Project Manager,Blue Vector,Seattle,WA
5046,Help Desk,MACRO.CCS,Renton,WA
5047,Software Engineer (C#/Azure),HARMAN CONNECTED SERVICES ENGINEERING CORP.,Redmond,WA
5048,SAP Security Consultant,Reliable Software Resources,Seattle,WA
5049,Robert Half Technology Information Technology Search Recruiting Manager (Perm),Robert Half Technology,Houston,TX
5050,UI Web Developer with Android or iOS,ABAL Technologies Inc,Redmond,WA
5051,Product Manager II,Zulily,Seattle,WA
5052,C# Backend Developer,Chinasoft International,Redmond,WA
5053,.Net Full Stack Developer,Reliable Software Resources,Seattle,WA
5054,BI Developer,Versa Project Resources,Seattle,WA
5055,Senior Business Analyst - Analytics and Market Data Systems,Matrix Technology Group,Houston,TX
5056,Technology Lead - US,Infosys,Houston,TX
5057,Software Developer With OS Imaging Development,ApTask,Redmond,WA
5058,Hybris Business Analyst,HCL America Inc.,Unspecified,WA
5059,Software Test Developer,Hansell Tierney,Seattle,WA
5060,Operations/ Workflow Analyst,Populus Group - Troy - HQ,Redmond,WA
5061,Senior Tibco Certified Developer,"InfoVision, Inc.",Bellevue,WA
5062,RF Hardware Engineer,Zensa,Redmond,WA
5063,MS BI Developer,Arthur Lawrence,Houston,TX
5064,Software Architect,Chameleon Technologies,Seattle,WA
5065,Reliability Technician,H10 Capital,Redmond,WA
5066,"Senior Software Engineer, Personalization Platform",Zulily,Seattle,WA
5067,Enterprise Solutions Architect,Amazon,Seattle,WA
5068,Firewall Engineer | Palo Alto Next-Generation,CyberCoders,Houston,TX
5069,.NET / Java Developer,Kforce Inc.,Houston,TX
5070,SAP Basis,Wicresoft NA,Redmond,WA
5071,Quality Assurance Engineers,Amazon,Seattle,WA
5072,Senior Talend developer,Pozent,Houston,TX
5073,SDET with traveling requirement,Wicresoft,Redmond,WA
5074,Onbase Business Analyst in TX,IT Corpz,Houston,TX
5075,Senior Python Developer,TRIAD Group,Seattle,WA
5076,WebSphere Admin,ignITe,Seattle,WA
5077,JavaScript Developer,TRIAD Group,Kirkland,WA
5078,Teradata Developer,Scalable Systems,Seattle,WA
5079,Hadoop DBA / Developer,Sirius Computer Solutions Inc,Redmond,WA
5080,Mobile WEB UI Developer - Senior,DCM Data Systems,Seattle,WA
5081,Wintel Security Consultant - Hardening,"CTG, Inc.",Bothell,WA
5082,Senior Security Engineer - Req ID: 1609,Alert Logic Inc,Houston,TX
5083,"Full Stack .NET Developer - Houston, TX",Roc Search US,Spring,TX
5084,CyberSecurity Manager,TRIAD Group,Seattle,WA
5085,Java Software Engineer (Junior),WesTech,Seattle,WA
5086,Signal Integrity Test Engineer,Zensa,Redmond,WA
5087,Senior Android Developer,TRIAD Group,Redmond,WA
5088,Software Engineering Recruiter (Full Life-Cycle),Valente Global,Redmond,WA
5089,Technical Analyst,Capability IT,Seattle,WA
5090,Hardware Test Engineer-II,Nytec Inc,Redmond,WA
5091,UNIFIED COMMUNICATIONS ENGINEER Req#136648,University of Washington,Seattle,WA
5092,SAP Security Analyst,Verveba LLC.,Seattle,WA
5093,"Hyperion Developer FDM, DRM","PRIMUS Global Services Inc.,",Houston,TX
5094,Image Consultant,Kforce Inc.,Houston,TX
5095,"Software Engineer - PHP, JavaScript, SQL",CyberCoders,Spring,TX
5096,"Help Desk Tech Support Analyst - Houston, TX",Modis,Spring,TX
5097,Rightangle Application Support Analyst,Modis,Houston,TX
5098,Infrastructure Engineer,Experis,Houston,TX
5099,Software Development Engineer - Mobile Ads,Amazon,Seattle,WA
5100,Whitespace Dispatch Coordinator - Houston,Design Strategy,Houston,TX
5101,Android Developer,Chameleon Technologies,Kirkland,WA
5102,SAP FICO & US TAX Functional Consultant,Arthur Lawrence,Houston,TX
5103,Senior Software Engineer (Video Client Development),TRIAD Group,Seattle,WA
5104,PeopleSoft Developer,TechNix LLC,Seattle,WA
5105,Front End Engineer,Proliance Consulting,Seattle,WA
5106,SOC Team Lead - Req ID:1638,Alert Logic Inc,Houston,TX
5107,Senior Solutions Architect,Cerium Networks,Seattle,WA
5108,UI Tester,Zentek Infosoft Inc,Houston,TX
5109,Technology Lead - US,Infosys,Houston,TX
5110,Junior BSA with Data Analysis Experience,Kforce Inc.,Houston,TX
5111,Security Engineer,Affirma Consulting,Seattle,WA
5112,Sr. C/C++ Developer,"Digital Intelligence Systems, LLC",Bellevue,WA
5113,PHP Web Services with RPG,Rekruiters LLC.,The Woodlands,TX
5114,UAT Tester,Versa Project Resources,Seattle,WA
5115,Kronos Workforce Management,IT-SCIENT,Seattle,WA
5116,Senior QlikView Developer,Applexus Technologies,Houston,TX
5117,Senior Cloud / Application Engineer,"Ossia, Inc",Bellevue,WA
5118,BI Developer with SQL,DATASYS CONSULTING & SOFTWARE INC,Seattle,WA
5119,100% Remote Technical Oracle EBS CRM Consultant,"K2 Partnering Solutions, Inc.",Seattle,WA
5120,Lead Oracle BI Developer / Architect,Modis,Houston,TX
5121,Very Senior SDE for Well-Funded Project C#/.NET,Maxsam Partners,Tacoma,WA
5122,Awesome Senior SDET Role- .Net- FTE/PERM,TRIAD Group,Seattle,WA
5123,BI Consultant,Aegis Company,Bellevue,WA
5124,C# Developer,H10 Capital,Redmond,WA
5125,Technical Sales Engineer,PHYTEC America LLC,Bainbridge Island,WA
5126,Business Software Developer,Samson,Ferndale,WA
5127,Sharepoint Developer,Tektree Systems Inc.,Seattle,WA
5128,Senior Engineer,Ariel Partners,Seattle,WA
5129,IT Active Directory System Administrator,State of Washington,Tumwater,WA
5130,Ruby Developer,Axelerate,Issaquah,WA
5131,WPF / C# Developer,"TEKsystems, Inc.",The Woodlands,TX
5132,"Sr. C++ Software Engineer (Contract) Houston, TX",Roc Search US,Houston,TX
5133,Lead Software Engineer,TRIAD Group,Seattle,WA
5134,Java Developer with e-Commerce exp,DATASYS CONSULTING & SOFTWARE INC,Seattle,WA
5135,Android Developer/mobile developer,Information Technology Intellectuals Corporation,Seattle,WA
5136,Software Engineer (Python),Capability IT,Bellevue,WA
5137,"Senior Software Engineer - HTML/CSS/Javascript, C/C++, C#/.NET",CyberCoders,Houston,TX
5138,Demandware Developer,Hydrogen UK Limited,Houston,TX
5139,SDET - Quality Engineer - Ecommerce,Costco Travel,Issaquah,WA
5140,Senior TestOps Engineer,Capability IT,Bellevue,WA
5141,Telecom Manager,Maxsam Partners,Tacoma,WA
5142,SQL / MySQL Developer,"24 Seven, Inc.",Seattle,WA
5143,Senior DataStage - ETL Developer,"EtiVenture, Inc.",Lynnwood,WA
5144,(4223) Build Release Engineer - Redmond WA - Only Local and W2,Canvas InfoTech Inc.,Redmond,WA
5145,Sr.Web Developer,Zen3,Redmond,WA
5146,"Online Merchandising Manager/Producer, Games",Valente Global,Redmond,WA
5147,Oracle ADF Developer,"Object Technology Solutions, Inc.",Seattle,WA
5148,Senior Security Analyst - Req ID: 1534,Alert Logic Inc,Houston,TX
5149,"Senior SDET - C#, Web Services, SQL, Data - Contract",TRIAD Group,Kirkland,WA
5150,Help Desk Analyst (Call Center),Modis,Houston,TX
5151,Instructional Design Supervisor,Randstad Technologies,Houston,TX
5152,"Messaging (Exchange, Lync) Administrator/ Engineer/Microsoft Lync","VDart, Inc.",Houston,TX
5153,System(Lab)Engineer,Wicresoft,Redmond,WA
5154,"Manager Software Engineering, Mobile",Zulily,Seattle,WA
5155,"SAP PLM & PLM TeamCenter conultant at Hershey, PA & Bellevue, WA","Systems America, Inc",Bellevue,WA
5156,MySQL Database Engineer,"2rbConsulting, Inc.",Bellevue,WA
5157,Cloud Project Manager,Kforce Inc.,The Woodlands,TX
5158,java/ivr,Plato Consulting,Buffalo Grove,IL
5159,Senior Software Engineer - Data and Analytics,TRIAD Group,Seattle,WA
5160,Powershell Developer,Hansell Tierney,Kirkland,WA
5161,Full Stack Java Developer with AWS & Big Data experience,TPR Consulting,Seattle,WA
5162,MS Dynamics NAV: Sr. Implementation Consultant,Nigel Frank International Inc.,Houston,TX
5163,"PHP-Wordress Developer-Houston,TX",Roc Search US,Piney Point,TX
5164,Sr. System Administrator,"Atrilogy Solutions Group, Inc.",Bellevue,WA
5165,Information Security Engineer,"Corus Group, LLC",Houston,TX
5166,Web Developer,Hansell Tierney,Bellevue,WA
5167,Support Technician,BeyondSoft,Redmond,WA
5168,Office 365 Mailbox Migration Engineer,Prospance Inc.,Issaquah,WA
5169,"Python, Django Developer-Remote/ Houston,TX",Roc Search US,Houston,TX
5170,Security Analyst,"Tentek, Inc.",Seattle,WA
5171,Electronics Lab Technician,H10 Capital,Redmond,WA
5172,"Node.js Developer with Spring, Servlets",Ness Software Engineering Services,Seattle,WA
5173,BI Developer (Technical Lead),HCL America Inc.,Redmond,WA
5174,Information Security Analyst (Relocation Provided),"Titan Technologies, Inc.",Seattle,WA
5175,Release Manager - Chef Administration,"Digital Intelligence Systems, LLC",Bellevue,WA
5176,Solutions Architect - IBM Netezza (PureData),Sirius Computer Solutions Inc,Redmond,WA
5177,SAP SECURITY ANALYST,Snohomish County PUD,Everett,WA
5178,Sr. Developer,"9Logic Technologies, Inc",Redmond,WA
5179,"Software Engineer, Profitable leader in cloud technologies!",CyberCoders,Houston,TX
5180,Java Developer,Diligente Technologies,Seattle,WA
5181,Android Senior Architect,Kaizen Technologies,Seattle,WA
5182,Senior Network Systems Engineer,Modis,Stafford,TX
5183,Wordpress Developer,Proliance Consulting,Seattle,WA
5184,Teamcenter Integration Architect,Silverlink Technologies,Bellevue,WA
5185,SCCM Operating System Deployment,Rekruiters LLC.,Houston,TX
5186,SDET II,Nytec Inc,Redmond,WA
5187,IT Technician 2 - #481B,,Bothell,WA
5188,Advanced Market Research Analyst,"Aureus Tech Systems, LLC",Redmond,WA
5189,"Senior Wastewater Treatment Project Manager - Municipalities, wa",CyberCoders,Houston,TX
5190,APIGEE Developer,Transamerican Information Systems,Bothell,WA
5191,Desktop Admin,PanAsia Resources Pte Ltd.,Redmond,WA
5192,Developer,Versa Project Resources,Seattle,WA
5193,.Net Developer for Fulltime,"Hexaware Technologies, Inc",Seattle,WA
5194,Cloud Foundry Architect,UST Global Inc,Seattle,WA
5195,"Senior Software Engineer (Angular, Node, JavaScript)",TRIAD Group,Seattle,WA
5196,Java Developer,"Atrilogy Solutions Group, Inc.",Bellevue,WA
5197,"Senior Software Developer, Adaptive Mesh Generation",ENTEGEE,Seattle,WA
5198,Software Developer- Exciting Global Technology Company!,CyberCoders,Bryan,TX
5199,Non-Windows Desktop Support,SRI Tech Solutions,Redmond,WA
5200,Financial Analyst - Req ID: 1618,Alert Logic Inc,Houston,TX
5201,Account Manager - Req ID:1622,Alert Logic Inc,Houston,TX
5202,CA NIMSOFT Administrator,Experis,Houston,TX
5203,Data Engineer/Data Analyst/Technical Analyst,"Brillio, LLC",Redmond,WA
5204,Business Development Director - 3644,iSoftStone,Kirkland,WA
5205,DevOps Engineer,Wallero,Seattle,WA
5206,.Net / C# Developer,OSGN Inc.,Bothell,WA
5207,SDET Consultant,Quantum Infotech Inc.,Seattle,WA
5208,C++ Software Engineer - Growing Biotech Company!,CyberCoders,Houston,TX
5209,SAP Performance Engineer,Collabera,Seattle,WA
5210,SharePoint Consultant,Versa Project Resources,Seattle,WA
5211,"(FULL TIME) Python Developer - Houston, TX",Net2Source Inc.,Houston,TX
5212,Hybris/DataHub Developer,HCL America Inc.,Unspecified,WA
5213,SAN Engineer,Kforce Inc.,Houston,TX
5214,Direct Client - Sr. Functional Analyst - Oracle EBS - OPM (Process Manufacturing),ChaTeck Incorporated,Seattle,WA
5215,.Net Developer (10+ Years),Zen3,Redmond,WA
5216,Data Scientist,Zensa,Redmond,WA
5217,Software Developer,"DatamanUSA, LLC",Tumwater,WA
5218,Senior Software Design Engineer / Architect,TRIAD Group,Seattle,WA
5219,"Software Developer, Infrastructure Planning, Analysis and Optimization",Amazon,Seattle,WA
5220,UI/UX/User Experience Designer - (Full Time),"VDart, Inc.",Houston,TX
5221,Administrative Assistant,Startekk,Redmond,WA
5222,SHAREPOINT MIGRATION ENGINEER,Avondale Technologies Inc.,Issaquah,WA
5223,SAP BW BPC Analyst,"R3 Services, LLC",Seattle,WA
5224,Project Manager - CISCO Technologies (UCCE Experience Must),Premium Information Technology,Seattle,WA
5225,Sr. Cloud Architect,Collabera,Bellevue,WA
5226,"Urgent: ALM Tooling Engineer at Houston ,TX","iTek People, Inc.",Houston,TX
5227,Application Security Lead/ IT Security Specialist,"VDart, Inc.",Houston,TX
5228,Systems Engineer,Spirent Communications,Seattle,WA
5229,Senior Java Engineer,Interactive Resources LLC,Seattle,WA
5230,"Full Stack Developer - Java, C++, HTML",CyberCoders,Houston,TX
5231,Senior Cloud Developer,TRIAD Group,Kirkland,WA
5232,Infrastructure Engineer,Wimmer Solutions,Seattle,WA
5233,Graphics Engineer,U.S. Tech Solutions Inc.,Redmond,WA
5234,DevOps Developer / Engineer,"V-Soft Consulting Group, Inc",Seattle,WA
5235,PMO Quality Assurance Consultant,Silicon Alley Group,Seattle,WA
5236,Sr. DevOps Engineer,Capability IT,Bellevue,WA
